year,month,day,date,julian,mlk_temp_150_avg,mlk_temp_150_max,mlk_temp_150_min,mlk_hum_150_avg,mlk_hum_150_max,mlk_hum_150_min,mlk_temp_0_avg,mlk_temp_20_avg,mlk_temp_40_avg,mlk_temp_80_avg,mlk_temp_0_max,mlk_temp_20_max,mlk_temp_40_max,mlk_temp_80_max,mlk_temp_0_min,mlk_temp_20_min,mlk_temp_40_min,mlk_temp_80_min,mlk_WindSpd_avg,mlk_WindDir_avg,mlk_WindDir_std,mlk_WindSpd_max,mlk_WindSpd_min,mlk_rain_tot_mm,mlk_snow_depth,mlk_total_flux_density_mj_m2,rlk_temp_150_avg,rlk_hum_150_avg,rlk_temp_0_avg,rlk_temp_15_avg,rlk_temp_10_avg,rlk_temp_5_avg,rlk_temp_20_avg,rlk_temp_40_avg,rlk_temp_80_avg,rlk_temp_2p5_avg,rlk_temp_150_max,rlk_hum_150_max,rlk_temp_0_max,rlk_temp_15_max,rlk_temp_10_max,rlk_temp_5_max,rlk_temp_20_max,rlk_temp_40_max,rlk_temp_80_max,rlk_temp_2p5_max,rlk_temp_150_min,rlk_hum_150_min,rlk_temp_0_min,rlk_temp_15_min,rlk_temp_10_min,rlk_temp_5_min,rlk_temp_20_min,rlk_temp_40_min,rlk_temp_80_min,rlk_temp_2p5_min,rlk_Windmsec_S_WVT,rlk_Windmsec_U_WVT,rlk_WindDirec_D1_WVT,rlk_WindDirec_SD1_WVT,rlk_rain_tot_mm
2013,3,22,2013-03-22,81,-15.140,-13.920,-16.080,,,,-7.472,-7.327,-5.581,-3.952,,-7.280,-5.535,-3.918,,-7.372,-5.624,-3.987,2.485,,,,,,0.482,,-16.47,86.5,-10.25,-10.41,-9.11,-8.1,-7.53,-7.08,-5.476,-15.86,-14.49,90.1,-9.52,-8.4,-8.22,-7.77,-7.38,-6.988,-5.393,-11.63,-19.6,80.6,-11.03,-12.36,-10.01,-8.46,-7.65,-7.19,-5.565,-20.18,3.38,3.264,165.5,15.01,0
2013,3,23,2013-03-23,82,-8.272,-6.233,-9.988,,,,-6.320,-7.002,-5.401,-3.880,,-6.942,-5.345,-3.843,,-7.060,-5.462,-3.927,1.129,,,,,,0.496,,-10.39,90,-9.27,-8.23,-7.94,-7.57,-7.29,-6.929,-5.452,-10.05,-6.548,93.5,-8.19,-5.532,-6.54,-7.01,-7.07,-6.852,-5.39,-5.369,-15.24,84.2,-10.23,-10.67,-9.16,-8.03,-7.42,-7.02,-5.516,-15.23,2.653,2.573,149.1,14.04,0
2013,3,24,2013-03-24,83,-9.559,-7.946,-10.997,,,,-6.536,-6.579,-5.254,-3.821,,-6.519,-5.198,-3.782,,-6.642,-5.315,-3.868,1.083,,,,,,0.487,,-8.92,91.5,-8.08,-6.066,-6.418,-6.74,-6.884,-6.703,-5.434,-8.03,-3.633,95.7,-7.07,-3.512,-5.191,-6.218,-6.613,-6.537,-5.377,1.597,-16.16,80.6,-8.8,-7.78,-7.35,-7.13,-7.07,-6.864,-5.48,-18.24,1.403,1.217,196.2,29.5,0.1
2013,3,25,2013-03-25,84,-8.003,-6.918,-9.002,,,,-6.275,-6.152,-5.063,-3.750,,-6.110,-5.024,-3.722,,-6.188,-5.093,-3.777,1.510,,,,,,0.494,,-9.09,90.7,-8.16,-6.843,-6.718,-6.62,-6.56,-6.396,-5.338,-9.12,-4.476,96.1,-7.29,-4.519,-5.608,-6.233,-6.411,-6.304,-5.295,-4.696,-15.62,79.7,-9,-9.02,-7.8,-7.01,-6.629,-6.531,-5.408,-15.55,2.045,1.981,149.9,14.36,0
2013,3,26,2013-03-26,85,-11.288,-9.770,-13.048,,,,-6.826,-5.832,-4.909,-3.689,,-5.792,-4.870,-3.656,,-5.871,-4.947,-3.721,0.824,,,,,,0.478,,-8.82,92,-7.26,-5.124,-5.604,-6.046,-6.274,-6.189,-5.268,-7.84,-5.532,96.3,-6.426,-2.965,-4.6,-5.654,-6.036,-6.036,-5.188,-0.736,-12.27,80.4,-7.9,-6.72,-6.409,-6.365,-6.43,-6.328,-5.338,-12.16,1.551,1.255,226.3,35.37,0.1
2013,3,27,2013-03-27,86,-13.150,-11.523,-14.890,,,,-7.138,-5.506,-4.694,-3.578,,-5.456,-4.640,-3.539,,-5.568,-4.763,-3.628,0.416,,,,,,0.482,,-12.46,90.3,-7.37,-5.975,-5.83,-5.901,-5.987,-5.914,-5.14,-12.84,-4.8,96.4,-6.463,-3.376,-4.794,-5.528,-5.86,-5.778,-4.999,-1.852,-16.83,81.8,-8.1,-7.96,-6.779,-6.246,-6.073,-6.04,-5.218,-21.27,0.673,0.402,313.4,45.45,0
2013,3,28,2013-03-28,87,-7.265,-5.832,-9.234,,,,-6.151,-5.345,-4.478,-3.446,,-5.297,-4.428,-3.407,,-5.396,-4.535,-3.489,1.329,,,,,,0.500,,-5.664,85.3,-7.28,-5.619,-5.831,-5.861,-5.848,-5.72,-5,-5.744,1.543,94.3,-6.122,-2.386,-4.189,-5.188,-5.757,-5.616,-4.882,0.563,-16.44,66.02,-8.34,-8.8,-7.3,-6.404,-5.919,-5.865,-5.12,-17.13,2.507,1.192,10.75,58.66,0
2013,3,29,2013-03-29,88,-9.032,-7.774,-10.157,,,,-6.447,-5.156,-4.355,-3.365,,-5.107,-4.313,-3.329,,-5.200,-4.395,-3.394,1.684,,,,,,0.491,,-8.79,89.4,-6.423,-4.303,-4.732,-5.272,-5.591,-5.594,-4.959,-8.56,-6.356,95.4,-5.863,-2.652,-4.095,-5.044,-5.413,-5.457,-4.871,-4.893,-11.52,79.2,-7.03,-5.881,-5.483,-5.528,-5.783,-5.774,-5.074,-12.72,3.118,3.041,157.2,12.73,0
2013,3,30,2013-03-30,89,-14.850,-12.462,-16.882,,,,-7.424,-4.913,-4.229,-3.290,,-4.837,-4.147,-3.230,,-4.975,-4.300,-3.342,2.149,,,,,,0.473,,-13.75,85.6,-6.655,-5.529,-5.301,-5.326,-5.412,-5.379,-4.842,-13.3,-9.93,93.4,-5.979,-3.578,-4.531,-5.057,-5.321,-5.286,-4.77,-9.99,-17.58,76.9,-7.19,-7.29,-5.972,-5.58,-5.461,-5.494,-4.921,-19.21,3.609,3.54,161.5,11.25,0
2013,3,31,2013-03-31,90,-16.760,-15.782,-17.702,,,,-7.744,-4.862,-4.098,-3.205,,-4.816,-4.054,-3.170,,-4.906,-4.135,-3.240,3.616,,,,,,0.464,,-16.27,86.9,-7.37,-7.43,-6.338,-5.71,-5.419,-5.274,-4.729,-15.91,-14.37,90.2,-6.813,-5.727,-5.609,-5.445,-5.315,-5.193,-4.649,-13.41,-19.65,82.2,-7.81,-8.66,-7.03,-5.92,-5.516,-5.376,-4.811,-19.99,4.928,4.823,159.4,11.85,0
2013,4,1,2013-04-01,91,-16.780,-14.923,-18.395,,,,-5.413,-4.964,-4.023,-3.153,,-4.891,-3.954,-3.098,,-5.029,-4.087,-3.204,2.721,,,,,,0.461,,-18.17,82.3,-8.2,-9.11,-7.41,-6.246,-5.647,-5.364,-4.711,-18.09,-13.05,85.5,-7.43,-6.849,-6.426,-5.909,-5.513,-5.236,-4.58,-11.81,-22.86,77.8,-9.02,-11.25,-8.5,-6.62,-5.746,-5.459,-4.861,-23.34,3.905,3.808,155,12.75,0
2013,4,2,2013-04-02,92,-12.369,-9.866,-15.140,,,,-4.465,-5.113,-3.907,-3.017,,-5.037,-3.825,-2.962,,-5.186,-3.990,-3.075,1.489,,,,,,0.476,,-11.03,65.44,-8.24,-8.68,-7.41,-6.382,-5.817,-5.469,-4.663,-12.59,-2.319,82.6,-6.755,-4.891,-5.614,-5.832,-5.717,-5.338,-4.567,-3.414,-19.5,46.53,-9.59,-11.78,-8.96,-6.847,-5.949,-5.599,-4.751,-21.05,3.18,2.698,111.3,31.54,0
2013,4,3,2013-04-03,93,-12.608,-10.819,-14.333,,,,-4.517,-5.180,-3.875,-2.943,,-5.139,-3.827,-2.905,,-5.220,-3.921,-2.983,2.921,,,,,,0.476,,-9.8,81.2,-7.39,-7.07,-6.536,-6.065,-5.763,-5.491,-4.63,-6.892,-5.307,93.2,-6.433,-4.342,-5.067,-5.497,-5.637,-5.409,-4.552,0.946,-15.35,65.8,-8.31,-10.11,-7.99,-6.545,-5.855,-5.589,-4.717,-14.03,4.241,1.125,281.9,69.43,0.1
2013,4,4,2013-04-04,94,-19.815,-17.627,-21.637,,,,-6.065,-5.202,-3.966,-3.008,,-5.115,-3.888,-2.935,,-5.278,-4.033,-3.073,2.676,,,,,,0.448,,-19.88,80.1,-7.33,-6.311,-5.893,-5.729,-5.647,-5.489,-4.698,-9.77,-15.35,89.7,-6.663,-4.771,-5.154,-5.417,-5.519,-5.335,-4.565,-6.202,-24.55,74.3,-7.9,-7.75,-6.677,-6.074,-5.819,-5.679,-4.872,-15.78,4.76,4.544,150.1,17.27,0
2013,4,5,2013-04-05,95,-19.903,-17.595,-21.528,,,,-6.084,-5.413,-3.962,-2.999,,-5.314,-3.881,-2.924,,-5.499,-4.035,-3.061,2.419,,,,,,0.447,,-18.9,71.7,-8.02,-9.21,-7.3,-6.283,-5.719,-5.449,-4.687,-15.78,-12.53,81.6,-7.39,-6.985,-6.192,-5.858,-5.612,-5.296,-4.543,-9.49,-23.24,60.11,-8.54,-11.81,-8.45,-6.604,-5.852,-5.574,-4.83,-23.09,4.526,4.43,130.4,11.77,0
2013,4,6,2013-04-06,96,-19.378,-18.158,-20.620,,,,-5.971,-5.725,-3.948,-2.951,,-5.665,-3.890,-2.898,,-5.792,-4.006,-3.007,3.527,,,,,,0.450,,-17.88,73,-9.61,-11.33,-8.71,-6.932,-5.929,-5.51,-4.653,-17.94,-11.17,89.5,-8.48,-9.43,-7.16,-6.308,-5.78,-5.331,-4.498,-10.51,-26.46,57.96,-11.43,-14.72,-10.28,-7.3,-6.047,-5.689,-4.882,-26.67,4.385,4.149,114.6,18.69,0
2013,4,7,2013-04-07,97,-15.932,-14.092,-17.647,,,,-5.231,-5.847,-3.947,-2.872,,-5.775,-3.871,-2.811,,-5.923,-4.029,-2.939,1.774,,,,,,0.459,,-14.98,80.6,-8.11,-8.73,-7.6,-6.579,-6.021,-5.618,-4.63,-12.74,-9.22,88.4,-7.2,-6.656,-6.524,-6.156,-5.946,-5.508,-4.519,-5.385,-23.49,63.32,-8.83,-10.3,-8.4,-6.861,-6.114,-5.816,-4.828,-22.09,2.281,1.429,167.3,49.52,0.6
2013,4,8,2013-04-08,98,-12.713,-10.908,-14.443,,,,-4.539,-5.723,-3.951,-2.843,,-5.673,-3.899,-2.802,,-5.785,-4.019,-2.893,2.312,,,,,,0.465,,-15.03,83.1,-8.02,-9.15,-7.8,-6.601,-6.002,-5.631,-4.66,-14.18,-4.814,91,-7.1,-6.625,-6.622,-6.256,-5.855,-5.482,-4.53,-2.696,-24.92,67.14,-8.94,-11.45,-8.9,-6.896,-6.149,-5.858,-4.884,-23.68,3.02,2.592,119.2,30.5,0
2013,4,9,2013-04-09,99,-10.860,-9.402,-12.457,,,,-4.141,-5.610,-3.962,-2.850,,-5.561,-3.911,-2.807,,-5.649,-4.010,-2.885,2.689,,,,,,0.463,,-12.06,85.8,-7.26,-7.51,-6.873,-6.23,-5.863,-5.559,-4.609,-10.17,-8.56,91.4,-6.546,-5.518,-5.787,-5.804,-5.73,-5.505,-4.551,-3.646,-17.33,76.4,-7.92,-9.4,-7.82,-6.546,-5.976,-5.66,-4.679,-17.69,3.772,3.491,154.8,22.12,0
2013,4,10,2013-04-10,100,-13.892,-10.743,-16.423,,,,-4.792,-5.396,-3.991,-2.895,,-5.326,-3.910,-2.827,,-5.474,-4.079,-2.964,0.522,,,,,,0.458,,-11.96,78.8,-6.804,-6.593,-6.132,-5.812,-5.668,-5.467,-4.619,-9.75,-6.497,92.5,-5.984,-4.896,-5.365,-5.491,-5.58,-5.391,-4.537,-0.133,-16.52,58.52,-7.47,-7.86,-6.755,-6.056,-5.756,-5.555,-4.684,-18.11,1.724,0.531,169.2,67.38,0
2013,4,11,2013-04-11,101,-12.206,-10.081,-14.405,,,,-4.430,-5.198,-3.918,-2.882,,-5.131,-3.848,-2.827,,-5.274,-3.997,-2.942,1.163,,,,,,0.466,,-10.74,83.2,-7.13,-7.62,-6.701,-5.974,-5.57,-5.332,-4.564,-9.74,-4.114,93.2,-5.991,-5.206,-5.573,-5.601,-5.44,-5.196,-4.442,-0.469,-18.65,65.84,-8.18,-10.11,-7.87,-6.326,-5.68,-5.444,-4.668,-18.96,3.097,2.855,309.3,22.6,0
2013,4,12,2013-04-12,102,-9.742,-8.071,-11.329,,,,-3.901,-5.094,-3.823,-2.825,,-5.044,-3.774,-2.786,,-5.149,-3.885,-2.869,1.806,,,,,,0.470,,-8.52,84.5,-6.654,-6.13,-5.81,-5.613,-5.452,-5.263,-4.526,-8,-1.477,95,-5.336,-3.813,-4.775,-5.217,-5.354,-5.165,-4.436,0.113,-15.14,64.08,-7.77,-8.45,-6.873,-5.986,-5.54,-5.356,-4.633,-16.95,3.676,3.564,299.6,14.1,0
2013,4,13,2013-04-13,103,-10.262,-8.012,-12.453,,,,-4.012,-4.939,-3.778,-2.800,,-4.893,-3.728,-2.759,,-4.991,-3.838,-2.846,0.986,,,,,,0.463,,-9.85,85.5,-6.289,-5.467,-5.293,-5.307,-5.286,-5.171,-4.514,-8.13,-4.536,93.8,-4.993,-3.148,-4.321,-4.924,-5.161,-5.073,-4.408,1.822,-15.43,69.75,-7.43,-7.7,-6.35,-5.73,-5.378,-5.264,-4.613,-16.01,2.957,2.786,273.8,19.5,0
2013,4,14,2013-04-14,104,-12.164,-9.641,-14.565,,,,-4.421,-4.767,-3.733,-2.799,,-4.715,-3.673,-2.755,,-4.829,-3.797,-2.853,1.659,,,,,,0.459,,-11.63,85.6,-6.387,-6.431,-5.769,-5.365,-5.196,-5.06,-4.471,-10.31,-5.605,92.8,-5.353,-3.999,-4.766,-5.067,-5.09,-4.947,-4.376,1.398,-18.22,75.6,-7.48,-8.89,-6.907,-5.722,-5.329,-5.144,-4.552,-20.54,1.829,1.685,209.3,22.71,0.5
2013,4,15,2013-04-15,105,-12.110,-10.415,-13.575,,,,-4.410,-4.655,-3.638,-2.746,,-4.605,-3.583,-2.710,,-4.698,-3.688,-2.782,3.000,,,,,,0.461,,-12.02,85.9,-6.239,-6.433,-5.82,-5.37,-5.153,-4.99,-4.409,-11.32,-7.13,91.7,-5.375,-4.053,-4.747,-5.044,-5.063,-4.894,-4.332,-2.637,-16.62,76.9,-7.23,-8.81,-6.954,-5.723,-5.25,-5.06,-4.472,-17.52,2.697,2.62,195.9,13.68,0
2013,4,16,2013-04-16,106,-10.411,-7.985,-12.899,,,,-4.045,-4.562,-3.581,-2.705,,-4.511,-3.528,-2.669,,-4.613,-3.641,-2.752,1.685,,,,,,0.454,,-11.7,84.2,-5.66,-5.094,-5.123,-5.072,-5.066,-4.941,-4.373,-10.46,-7.04,93.3,-4.566,-2.369,-3.823,-4.638,-4.935,-4.869,-4.307,-0.955,-16.11,68.82,-6.52,-7.25,-6.201,-5.438,-5.17,-5.05,-4.482,-18.37,2.901,2.185,156.5,40.24,0
2013,4,17,2013-04-17,107,-12.862,-9.427,-15.742,,,,-4.571,-4.468,-3.544,-2.698,,-4.392,-3.467,-2.642,,-4.544,-3.624,-2.753,1.041,,,,,,0.457,,-10.35,74,-6.013,-5.549,-5.196,-5.011,-4.947,-4.847,-4.335,-10.75,-1.242,90.3,-4.535,-2.582,-3.892,-4.586,-4.845,-4.748,-4.251,-0.605,-16.93,40.81,-7.62,-8.5,-6.543,-5.441,-5.048,-4.949,-4.425,-19.26,2.098,0.784,127.1,64.1,0.2
2013,4,18,2013-04-18,108,-15.752,-12.963,-18.572,,,,-5.192,-4.527,-3.519,-2.697,,-4.441,-3.442,-2.633,,-4.628,-3.616,-2.775,1.122,,,,,,0.447,,-16.2,79.4,-6.222,-6.348,-5.454,-5.059,-4.905,-4.795,-4.312,-16.84,-11.62,90.1,-5.013,-3.931,-4.482,-4.7,-4.79,-4.668,-4.19,-7.94,-21.38,67.52,-7.4,-8.78,-6.559,-5.4,-5.02,-4.937,-4.456,-24.86,2.136,2.003,158.2,20.2,0
2013,4,19,2013-04-19,109,-14.878,-12.224,-17.842,,,,-5.004,-4.658,-3.481,-2.661,,-4.573,-3.402,-2.597,,-4.759,-3.579,-2.738,1.082,,,,,,0.449,,-16.61,78.4,-7.24,-7.85,-6.237,-5.449,-5.012,-4.813,-4.306,-17.65,-9.71,91.2,-5.5,-4.539,-4.879,-4.956,-4.871,-4.636,-4.161,-7.13,-24.06,63.88,-9.09,-11.44,-7.57,-5.874,-5.098,-4.978,-4.487,-26.32,2.544,2.451,138.6,15.47,0
2013,4,20,2013-04-20,110,-13.526,-10.631,-16.493,,,,-4.714,-4.733,-3.439,-2.601,,-4.645,-3.353,-2.531,,-4.828,-3.545,-2.682,0.877,,,,,,0.456,,-11.17,72.2,-6.833,-6.976,-6.01,-5.391,-5.044,-4.826,-4.261,-11.17,0.156,90.2,-4.85,-3.312,-4.44,-4.848,-4.909,-4.662,-4.122,4.871,-22.86,39.3,-9.02,-10.78,-7.5,-5.879,-5.173,-4.964,-4.43,-25.47,1.968,0.648,77.6,66.33,0
2013,4,21,2013-04-21,111,-11.938,-10.148,-13.957,,,,-4.373,-4.688,-3.397,-2.535,,-4.639,-3.342,-2.494,,-4.735,-3.451,-2.576,1.241,,,,,,0.452,,-8.44,82.8,-5.427,-4.139,-4.455,-4.721,-4.858,-4.775,-4.223,-8.21,-4.969,92.5,-4.374,-1.78,-3.325,-4.3,-4.688,-4.706,-4.162,-1.861,-11.9,73.7,-6.538,-6.219,-5.49,-5.101,-4.973,-4.842,-4.288,-14.1,2.714,2.355,218.4,29.3,0
2013,4,22,2013-04-22,112,-8.737,-6.021,-11.560,,,,-3.685,-4.549,-3.368,-2.511,,-4.485,-3.300,-2.449,,-4.620,-3.442,-2.573,1.345,,,,,,0.460,,-6.081,70.3,-5.15,-3.892,-4.123,-4.454,-4.647,-4.631,-4.185,-7.03,3.684,94.3,-3.833,-1.249,-3.055,-4.031,-4.576,-4.54,-4.1,4.506,-16.25,38.08,-6.886,-6.803,-5.298,-4.917,-4.709,-4.718,-4.268,-17.62,2.965,2.433,116.5,34.33,0
2013,4,23,2013-04-23,113,-8.529,-6.020,-10.966,,,,-3.640,-4.381,-3.326,-2.476,,-4.312,-3.261,-2.427,,-4.450,-3.399,-2.528,0.953,,,,,,0.470,,-6.976,83.8,-4.487,-2.882,-3.529,-4.115,-4.46,-4.503,-4.147,-6.979,3.169,94.5,-3.574,-0.472,-2.519,-3.709,-4.322,-4.313,-3.974,4.914,-14.97,52.95,-6.007,-6.033,-4.945,-4.595,-4.61,-4.654,-4.243,-16.75,2.884,0.17,338.9,78.6,0
2013,4,24,2013-04-24,114,-13.280,-11.038,-15.305,,,,-4.661,-4.167,-3.320,-2.494,,-4.116,-3.266,-2.452,,-4.232,-3.378,-2.540,1.521,,,,,,0.464,,-12.11,83.2,-4.471,-3.647,-3.467,-3.928,-4.272,-4.356,-4.106,-11.51,-7.66,94.5,-3.681,-1.206,-2.552,-3.614,-4.191,-4.25,-4.032,-3.894,-18.02,68.71,-5.577,-7.19,-4.629,-4.28,-4.369,-4.468,-4.189,-21.11,2.308,1.209,192,55.88,0.1
2013,4,25,2013-04-25,115,-5.552,-3.928,-7.247,,,,-3.001,-3.998,-3.174,-2.424,,-3.953,-3.133,-2.388,,-4.055,-3.227,-2.471,2.414,,,,,,0.517,,-5.207,71.8,-4.924,-4.469,-4.306,-4.265,-4.244,-4.217,-3.989,-4.841,2.458,90.9,-3.022,0.003,-2.723,-3.692,-4.159,-4.087,-3.861,4.153,-17.05,53.36,-7.19,-9.05,-6.157,-4.844,-4.35,-4.354,-4.136,-17.74,5.021,4.838,17.57,15.45,0.1
2013,4,26,2013-04-26,116,-3.648,-0.195,-7.055,,,,-2.592,-3.965,-3.142,-2.395,,-3.890,-3.061,-2.332,,-4.036,-3.218,-2.447,1.217,,,,,,0.538,,-0.104,86,-2.536,-0.636,-1.961,-3.173,-4.007,-4.173,-3.967,-0.313,4.502,98.1,-1.797,0.684,-1.092,-2.537,-3.781,-4.052,-3.841,6.622,-7.61,66.8,-3.322,-3.392,-2.853,-3.739,-4.264,-4.314,-4.064,-8.15,2.518,1.282,137.3,56.75,0.1
2013,4,27,2013-04-27,117,-8.861,-6.771,-11.102,,,,-3.712,-3.637,-3.067,-2.359,,-3.580,-3.012,-2.317,,-3.713,-3.148,-2.412,1.095,,,,,,0.522,,-6.907,83.4,-3.419,-3.009,-1.784,-2.788,-3.529,-3.878,-3.929,-5.991,-3.011,97.9,-2.048,0.652,-0.927,-2.307,-3.288,-3.689,-3.855,1.32,-11.99,67.11,-4.759,-8.92,-3.339,-3.484,-3.795,-4.14,-4.044,-12.43,3.428,2.458,261.4,43.09,0
2013,4,28,2013-04-28,118,-2.182,-1.227,-3.340,,,,-2.277,-3.492,-2.929,-2.283,,-3.455,-2.888,-2.249,,-3.534,-2.970,-2.320,3.128,,,,,,0.570,,-0.824,95.2,-1.749,-1.127,-1.368,-2.131,-3.178,-3.556,-3.771,-0.713,1.495,98.8,-0.329,0.307,-0.27,-0.695,-2.727,-3.464,-3.673,1.975,-3.849,79.6,-3.422,-3.516,-2.483,-2.959,-3.335,-3.709,-3.876,-3.893,6.954,4.958,316.2,43.4,6.1
2013,4,29,2013-04-29,119,-8.387,-6.579,-10.150,,,,-3.610,-3.349,-2.906,-2.283,,-3.292,-2.851,-2.243,,-3.399,-2.954,-2.319,4.828,,,,,,0.518,,-6.221,72.2,-3.549,-6.721,-2.94,-2.284,-2.64,-3.224,-3.686,-5.976,-2.044,84.1,-1.04,-2.753,-0.353,-0.717,-2.441,-3.077,-3.599,-0.337,-13.14,58.7,-6.854,-13.25,-5.626,-4.261,-2.953,-3.502,-3.789,-13.87,8.54,8.14,91.6,17.44,0
2013,4,30,2013-04-30,120,-13.010,-11.742,-14.410,,,,-4.603,-3.132,-2.798,-2.228,,-3.083,-2.754,-2.195,,-3.190,-2.854,-2.271,3.861,,,,,,0.499,,-12.32,77.3,-6.506,-10.53,-5.418,-4.676,-3.375,-3.21,-3.519,-11.22,-8.94,88.3,-4.002,-3.375,-1.818,-3.365,-2.932,-3.063,-3.454,-4.1,-15.53,65.7,-8.88,-16.26,-8.68,-6.075,-3.6,-3.351,-3.632,-16.09,4.362,3.926,180,25.6,0
2013,5,1,2013-05-01,121,-12.277,-10.675,-14.055,,,,-3.327,-3.135,-2.717,-2.178,,-3.080,-2.668,-2.137,,-3.177,-2.765,-2.217,3.373,,,,,,0.500,,-11.41,77.6,-6.093,-9.71,-5.591,-4.968,-3.819,-3.471,-3.444,-10.83,-7.26,89,-3.829,-3.662,-2.35,-3.872,-3.429,-3.306,-3.37,-4.581,-15.77,62.29,-7.87,-13.96,-8.22,-6.054,-4.023,-3.653,-3.506,-17.58,4.827,4.657,174.5,15.2,0
2013,5,2,2013-05-02,122,-9.891,-7.873,-11.898,,,,-2.633,-3.233,-2.673,-2.147,,-3.158,-2.603,-2.090,,-3.318,-2.759,-2.217,2.237,,,,,,0.511,,-7.18,67.28,-4.56,-7.19,-4.955,-4.553,-3.985,-3.685,-3.422,-6.355,0.003,91.4,-0.958,0.684,-0.992,-2.744,-3.677,-3.512,-3.311,3.429,-17.58,43.14,-9.11,-16.9,-9.89,-6.578,-4.258,-3.861,-3.549,-20.94,4.052,3.726,1.801,22.82,0
2013,5,3,2013-05-03,123,-0.480,0.624,-1.605,,,,0.102,-3.333,-2.555,-2.006,,-3.293,-2.509,-1.966,,-3.372,-2.598,-2.045,1.954,,,,,,0.566,,1.132,63.23,-1.518,-1.119,-1.973,-2.067,-2.981,-3.532,-3.4,1.811,8.08,84.2,2.432,5.09,0.224,0.21,-0.654,-3.193,-3.244,11.67,-6.296,46.2,-5.269,-8.19,-5.487,-4.486,-3.715,-3.822,-3.552,-7.27,5.196,5.085,17.31,11.81,0
2013,5,4,2013-05-04,124,0.526,1.877,-0.473,,,,0.395,-3.205,-2.542,-1.956,,-3.140,-2.484,-1.910,,-3.256,-2.594,-2.000,1.672,,,,,,0.550,,2.91,76.6,1.631,3.706,1.499,0.363,-1.332,-2.586,-3.324,4.309,6.05,90.7,5.917,13.04,8.96,2.119,-0.447,-2.221,-3.182,12.82,0.242,65.09,-0.545,-1.315,-0.344,-0.246,-1.989,-3.181,-3.476,-0.95,2.575,1.592,304.1,50.05,0
2013,5,5,2013-05-05,125,1.696,3.338,0.407,,,,0.735,-1.988,-2.250,-1.912,,-1.740,-2.147,-1.864,,-2.177,-2.348,-1.953,3.390,,,,,,0.539,,4.655,73.6,1.587,4.692,3.206,1.193,-0.965,-1.903,-3.061,5.026,10.8,98.4,5.284,13.32,9.32,3.719,-0.812,-1.728,-2.925,13.12,-0.948,51.97,-0.225,-0.898,-0.257,-0.23,-1.17,-2.214,-3.266,-0.941,3.956,2.163,46.14,54.43,0
2013,5,6,2013-05-06,126,-4.984,-3.830,-5.972,,,,-1.207,-0.392,-1.438,-1.739,,-0.353,-1.375,-1.696,,-0.437,-1.508,-1.784,2.533,,,,,,0.675,,-3.057,89.2,-0.156,-1.73,1.577,0.36,-0.891,-1.595,-2.737,-1.822,-0.948,98.1,1.431,2.111,7.39,2.49,-0.815,-1.448,-2.585,2.126,-5.44,78.1,-1.503,-5.408,-0.515,-0.402,-0.976,-1.781,-2.955,-5.449,3.326,2.657,236.7,36.33,0.2
2013,5,7,2013-05-07,127,-4.342,-2.811,-5.828,,,,-1.020,-0.285,-1.042,-1.413,,-0.245,-0.995,-1.367,,-0.329,-1.092,-1.455,3.657,,,,,,0.651,,-1.57,85.7,-0.484,-1.067,0.352,0.017,-0.719,-1.297,-2.421,-1.419,7.62,96.3,3.34,11.69,4.917,1.845,-0.531,-1.11,-2.228,9.81,-8.55,70.7,-2.986,-9.41,-2.194,-0.651,-0.84,-1.47,-2.608,-9.01,7.17,1.769,75.6,70.3,2.3
2013,5,8,2013-05-08,128,-10.379,-8.194,-12.811,,,,-2.775,-0.295,-0.920,-1.254,,-0.245,-0.865,-1.218,,-0.352,-0.986,-1.299,2.037,,,,,,0.613,,-7.66,70.7,-2.249,-5.078,0.584,0.348,-0.694,-1.183,-2.276,-6.949,-2.964,91.7,1.294,9.08,9.35,3.119,-0.621,-1.112,-2.214,3.115,-11.52,50.09,-5.606,-17.74,-3.989,-1.364,-0.786,-1.282,-2.397,-16.75,4.092,3.802,148.3,21.31,0
2013,5,9,2013-05-09,129,-7.084,-4.675,-9.379,,,,-1.817,-0.266,-0.789,-1.103,,-0.199,-0.725,-1.054,,-0.328,-0.854,-1.146,1.308,,,,,,0.612,,-3.389,67.81,-0.325,-0.169,2.8,0.85,-0.753,-1.128,-2.133,-2.427,2.758,95.2,4.985,17.59,15.27,4.782,-0.653,-1.033,-2.02,9.73,-10.87,39.21,-5.797,-18.11,-5.145,-1.799,-0.909,-1.262,-2.255,-17.86,2.227,1.086,62,57.99,0
2013,5,10,2013-05-10,130,-2.662,-0.183,-4.941,,,,-0.532,-0.223,-0.686,-0.961,,-0.144,-0.601,-0.894,,-0.298,-0.765,-1.019,2.380,,,,,,0.592,,-1.352,86.9,-0.064,-0.476,1.518,0.273,-0.719,-1.124,-2.064,-0.798,2.925,95.3,3.241,8.43,6.94,1.83,-0.573,-0.979,-1.918,6.502,-5.438,71.3,-2.666,-7.99,-2.196,-0.932,-0.871,-1.248,-2.2,-7.32,3.505,1.478,275.3,61.6,0.6
